Date,Open,High,Low,Close,Adj Close,Volume
23-01-2003,53.75,54.474998,51.775002,52.474998,38.875008,1001872
24-01-2003,52.625,53.474998,49.887501,50.599998,37.48597,1436848
27-01-2003,48,49.974998,46.275002,47.075001,34.874523,916832
28-01-2003,48.137501,50.75,46.25,50.362499,37.310005,2043224
29-01-2003,50.525002,51.25,48.549999,48.9375,36.254322,1370440
30-01-2003,48.775002,51.099998,48.775002,49.6875,36.809956,1203464
31-01-2003,48.75,50.112499,48.174999,48.487499,35.920948,1083040
03-02-2003,48.8125,52.474998,48.625,52.1875,38.662022,1566808
04-02-2003,52.25,53.474998,50.012501,50.549999,37.448902,1311144
05-02-2003,49.75,50.5,48.837502,49.612499,36.754383,845080
06-02-2003,49.6875,50.900002,49.125,50.612499,37.495228,946624
07-02-2003,50.137501,51.912498,49.5625,50.125,37.13406,1023440
10-02-2003,49.5,50.224998,48.299999,48.462502,35.902428,449688
11-02-2003,48.5,49.737499,47.75,48.025002,35.578312,701960
12-02-2003,48.525002,48.75,47.025002,47.387501,35.10606,459064
13-02-2003,47.387501,47.387501,47.387501,47.387501,35.10606,0
14-02-2003,45.637501,47.849998,44.5625,44.987499,33.328072,790336
17-02-2003,46.25,48,45.787498,47.849998,35.448681,795272
18-02-2003,48.599998,49,47.325001,47.5625,35.235695,819688
19-02-2003,48.25,48.462502,47.412498,47.587502,35.254219,455960
20-02-2003,46.400002,47.737499,45.825001,47.4375,35.143093,542944
21-02-2003,47.5,47.950001,46.424999,46.612499,34.531898,494544
24-02-2003,47.737499,47.737499,46.5,46.900002,34.744888,326488
25-02-2003,45.387501,47,45.387501,45.799999,33.92997,264440
26-02-2003,46.275002,46.950001,44.650002,45,33.337311,422312
27-02-2003,44.75,46.450001,44.700001,45.6875,33.846638,280480
28-02-2003,47.387501,48.5,46.049999,48.049999,35.596851,694688
03-03-2003,46.275002,48.987499,46.275002,47.525002,35.20792,500896
04-03-2003,47,47,46,46.337502,34.328152,255760
05-03-2003,45.825001,47,44.9375,46.525002,34.467091,471552
06-03-2003,46.900002,46.900002,45,45.262501,33.531788,265080
07-03-2003,45.974998,45.974998,43.8125,44,32.596489,518664
10-03-2003,43.837502,44.25,40.375,41.025002,30.392521,346400
11-03-2003,40,43.450001,39.575001,42.012501,31.124094,497168
12-03-2003,43.174999,43.174999,41.200001,41.387501,30.661066,481872
13-03-2003,42.212502,42.724998,41,41.924999,31.059267,390112
14-03-2003,41.924999,41.924999,41.924999,41.924999,31.059267,0
17-03-2003,40.775002,43,40.275002,41.799999,30.966663,373856
18-03-2003,41.799999,41.799999,41.799999,41.799999,30.966663,0
19-03-2003,42.875,43.25,41.3125,41.712502,30.901834,374256
20-03-2003,41.875,43,41,42.724998,31.65193,537616
21-03-2003,42.724998,42.724998,42.724998,42.724998,31.65193,0
24-03-2003,43.375,43.75,41.25,41.587502,30.809229,328920
25-03-2003,42.474998,42.474998,40.125,40.987499,30.36474,351496
26-03-2003,42.25,42.25,40.125,40.799999,30.225822,260264
27-03-2003,40.474998,41,40,40.412498,29.93874,241056
28-03-2003,41.5,41.5,40,40.174999,29.762819,218000
31-03-2003,32.474998,39.712502,32.474998,38.387501,28.438585,230712
01-04-2003,null,null,null,null,null,null
02-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
07-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
14-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
21-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
28-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-04-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
06-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
07-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
13-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
14-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
20-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
21-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
27-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
28-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-05-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
06-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
13-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
20-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
27-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-06-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
07-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
14-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
21-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
28-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
31-07-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
06-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
07-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
13-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
14-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
20-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
21-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
27-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
28-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-08-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-09-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
06-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
07-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
13-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
14-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
20-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
21-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
27-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
28-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
31-10-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
06-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
07-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
13-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
14-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
20-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
21-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
27-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
28-11-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
31-12-2003,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
06-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
07-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
13-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
14-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
15-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
20-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
21-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
22-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
27-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
28-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
29-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
30-01-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
06-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
11-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
12-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
13-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
16-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
17-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
18-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
19-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
20-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
23-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
24-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
25-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
26-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
27-02-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
01-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
02-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
03-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
04-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
05-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
08-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
09-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
10-03-2004,38.387501,38.387501,38.387501,38.387501,28.438585,0
